,Exp Category,State,Year,Value
1360,Capital_Expenditure,Gujarat,2008-09,13155.97
1361,Capital_Expenditure,Gujarat,2009-10,11696.95
1362,Capital_Expenditure,Gujarat,2010-11,14166.61
1363,Capital_Expenditure,Gujarat,2011-12,19669.73
1364,Capital_Expenditure,Gujarat,2012-13,28622.83
1365,Capital_Expenditure,Gujarat,2013-14,29462.03
1366,Capital_Expenditure,Gujarat,2014-15,32892.36
1367,Capital_Expenditure,Gujarat,2015-16,35532.05
1368,Capital_Expenditure,Haryana,1980-81,207.0
1369,Capital_Expenditure,Haryana,1981-82,211.0
1370,Capital_Expenditure,Haryana,1982-83,350.0
1371,Capital_Expenditure,Haryana,1983-84,338.0
1372,Capital_Expenditure,Haryana,1984-85,359.0
1373,Capital_Expenditure,Haryana,1985-86,461.0
1374,Capital_Expenditure,Haryana,1986-87,542.0
1375,Capital_Expenditure,Haryana,1987-88,375.0
1376,Capital_Expenditure,Haryana,1988-89,436.0
1377,Capital_Expenditure,Haryana,1989-90,419.0
1378,Capital_Expenditure,Haryana,1990-91,464.0
1379,Capital_Expenditure,Haryana,1991-92,453.0
1380,Capital_Expenditure,Haryana,1992-93,577.0
1381,Capital_Expenditure,Haryana,1993-94,708.0
1382,Capital_Expenditure,Haryana,1994-95,639.0
1383,Capital_Expenditure,Haryana,1995-96,770.0
1384,Capital_Expenditure,Haryana,1996-97,1064.0
1385,Capital_Expenditure,Haryana,1997-98,1188.0
1386,Capital_Expenditure,Haryana,1998-99,1562.0
1387,Capital_Expenditure,Haryana,1999-00,1407.0
1388,Capital_Expenditure,Haryana,2000-01,1978.0
1389,Capital_Expenditure,Haryana,2001-02,2072.0
1390,Capital_Expenditure,Haryana,2002-03,1240.0
1391,Capital_Expenditure,Haryana,2003-04,5005.0
1392,Capital_Expenditure,Haryana,2004-05,3035.0
1393,Capital_Expenditure,Haryana,2005-06,2190.0
1394,Capital_Expenditure,Haryana,2006-07,3276.0
1395,Capital_Expenditure,Haryana,2007-08,4553.0
1396,Capital_Expenditure,Haryana,2008-09,5833.44
1397,Capital_Expenditure,Haryana,2009-10,7304.55
1398,Capital_Expenditure,Haryana,2010-11,6124.05
1399,Capital_Expenditure,Haryana,2011-12,7736.54
1400,Capital_Expenditure,Haryana,2012-13,8440.2
1401,Capital_Expenditure,Haryana,2013-14,7041.55
1402,Capital_Expenditure,Haryana,2014-15,8853.34
1403,Capital_Expenditure,Haryana,2015-16,9805.18
1404,Capital_Expenditure,Himachal Pradesh,1980-81,150.0
1405,Capital_Expenditure,Himachal Pradesh,1981-82,84.0
1406,Capital_Expenditure,Himachal Pradesh,1982-83,90.0
1407,Capital_Expenditure,Himachal Pradesh,1983-84,101.0
1408,Capital_Expenditure,Himachal Pradesh,1984-85,134.0
1409,Capital_Expenditure,Himachal Pradesh,1985-86,177.0
1410,Capital_Expenditure,Himachal Pradesh,1986-87,183.0
1411,Capital_Expenditure,Himachal Pradesh,1987-88,196.0
1412,Capital_Expenditure,Himachal Pradesh,1988-89,216.0
1413,Capital_Expenditure,Himachal Pradesh,1989-90,209.0
1414,Capital_Expenditure,Himachal Pradesh,1990-91,217.0
1415,Capital_Expenditure,Himachal Pradesh,1991-92,1358.0
1416,Capital_Expenditure,Himachal Pradesh,1992-93,301.0
1417,Capital_Expenditure,Himachal Pradesh,1993-94,339.0
1418,Capital_Expenditure,Himachal Pradesh,1994-95,394.0
1419,Capital_Expenditure,Himachal Pradesh,1995-96,446.0
1420,Capital_Expenditure,Himachal Pradesh,1996-97,486.0
1421,Capital_Expenditure,Himachal Pradesh,1997-98,754.0
1422,Capital_Expenditure,Himachal Pradesh,1998-99,833.0
1423,Capital_Expenditure,Himachal Pradesh,1999-00,892.0
1424,Capital_Expenditure,Himachal Pradesh,2000-01,939.0
1425,Capital_Expenditure,Himachal Pradesh,2001-02,1093.0
1426,Capital_Expenditure,Himachal Pradesh,2002-03,1475.0
1427,Capital_Expenditure,Himachal Pradesh,2003-04,2508.0
1428,Capital_Expenditure,Himachal Pradesh,2004-05,2242.0
1429,Capital_Expenditure,Himachal Pradesh,2005-06,2120.0
1430,Capital_Expenditure,Himachal Pradesh,2006-07,2447.0
1431,Capital_Expenditure,Himachal Pradesh,2007-08,2322.0
1432,Capital_Expenditure,Himachal Pradesh,2008-09,3054.22
1433,Capital_Expenditure,Himachal Pradesh,2009-10,2879.91
1434,Capital_Expenditure,Himachal Pradesh,2010-11,2885.19
1435,Capital_Expenditure,Himachal Pradesh,2011-12,3430.54
1436,Capital_Expenditure,Himachal Pradesh,2012-13,4540.34
1437,Capital_Expenditure,Himachal Pradesh,2013-14,3918.7
1438,Capital_Expenditure,Himachal Pradesh,2014-15,4449.58
1439,Capital_Expenditure,Himachal Pradesh,2015-16,4850.93
1440,Capital_Expenditure,Jammu & Kashmir,1980-81,154.0
1441,Capital_Expenditure,Jammu & Kashmir,1981-82,252.0
1442,Capital_Expenditure,Jammu & Kashmir,1982-83,178.0
1443,Capital_Expenditure,Jammu & Kashmir,1983-84,198.0
1444,Capital_Expenditure,Jammu & Kashmir,1984-85,238.0
1445,Capital_Expenditure,Jammu & Kashmir,1985-86,294.0
1446,Capital_Expenditure,Jammu & Kashmir,1986-87,336.0
1447,Capital_Expenditure,Jammu & Kashmir,1987-88,408.0
1448,Capital_Expenditure,Jammu & Kashmir,1988-89,439.0
1449,Capital_Expenditure,Jammu & Kashmir,1989-90,530.0
1450,Capital_Expenditure,Jammu & Kashmir,1990-91,772.0
1451,Capital_Expenditure,Jammu & Kashmir,1991-92,764.0
1452,Capital_Expenditure,Jammu & Kashmir,1992-93,539.0
1453,Capital_Expenditure,Jammu & Kashmir,1993-94,825.0
1454,Capital_Expenditure,Jammu & Kashmir,1994-95,1015.0
1455,Capital_Expenditure,Jammu & Kashmir,1995-96,1057.0
1456,Capital_Expenditure,Jammu & Kashmir,1996-97,1123.0
1457,Capital_Expenditure,Jammu & Kashmir,1997-98,1414.0
1458,Capital_Expenditure,Jammu & Kashmir,1998-99,940.0
1459,Capital_Expenditure,Jammu & Kashmir,1999-00,1053.0
1460,Capital_Expenditure,Jammu & Kashmir,2000-01,1144.0
1461,Capital_Expenditure,Jammu & Kashmir,2001-02,1927.0
1462,Capital_Expenditure,Jammu & Kashmir,2002-03,2325.0
1463,Capital_Expenditure,Jammu & Kashmir,2003-04,2221.0
1464,Capital_Expenditure,Jammu & Kashmir,2004-05,2939.0
1465,Capital_Expenditure,Jammu & Kashmir,2005-06,3743.0
1466,Capital_Expenditure,Jammu & Kashmir,2006-07,3806.0
1467,Capital_Expenditure,Jammu & Kashmir,2007-08,5361.0
1468,Capital_Expenditure,Jammu & Kashmir,2008-09,6303.03
1469,Capital_Expenditure,Jammu & Kashmir,2009-10,7418.63
1470,Capital_Expenditure,Jammu & Kashmir,2010-11,7102.11
1471,Capital_Expenditure,Jammu & Kashmir,2011-12,7175.75
1472,Capital_Expenditure,Jammu & Kashmir,2012-13,6660.81
1473,Capital_Expenditure,Jammu & Kashmir,2013-14,4850.93
1474,Capital_Expenditure,Jammu & Kashmir,2014-15,11420.62
1475,Capital_Expenditure,Jammu & Kashmir,2015-16,11205.44
1476,Capital_Expenditure,Jharkhand,1980-81,0.0
1477,Capital_Expenditure,Jharkhand,1981-82,0.0
1478,Capital_Expenditure,Jharkhand,1982-83,0.0
1479,Capital_Expenditure,Jharkhand,1983-84,0.0
1480,Capital_Expenditure,Jharkhand,1984-85,0.0
1481,Capital_Expenditure,Jharkhand,1985-86,0.0
1482,Capital_Expenditure,Jharkhand,1986-87,0.0
1483,Capital_Expenditure,Jharkhand,1987-88,0.0
1484,Capital_Expenditure,Jharkhand,1988-89,0.0
1485,Capital_Expenditure,Jharkhand,1989-90,0.0
1486,Capital_Expenditure,Jharkhand,1990-91,0.0
1487,Capital_Expenditure,Jharkhand,1991-92,0.0
1488,Capital_Expenditure,Jharkhand,1992-93,0.0
1489,Capital_Expenditure,Jharkhand,1993-94,0.0
1490,Capital_Expenditure,Jharkhand,1994-95,0.0
1491,Capital_Expenditure,Jharkhand,1995-96,0.0
1492,Capital_Expenditure,Jharkhand,1996-97,0.0
1493,Capital_Expenditure,Jharkhand,1997-98,0.0
1494,Capital_Expenditure,Jharkhand,1998-99,0.0
1495,Capital_Expenditure,Jharkhand,1999-00,0.0
1496,Capital_Expenditure,Jharkhand,2000-01,0.0
1497,Capital_Expenditure,Jharkhand,2001-02,1935.0
1498,Capital_Expenditure,Jharkhand,2002-03,2072.0
1499,Capital_Expenditure,Jharkhand,2003-04,2436.0
1500,Capital_Expenditure,Jharkhand,2004-05,3217.0
1501,Capital_Expenditure,Jharkhand,2005-06,3661.0
1502,Capital_Expenditure,Jharkhand,2006-07,4492.0
1503,Capital_Expenditure,Jharkhand,2007-08,5264.0
1504,Capital_Expenditure,Jharkhand,2008-09,5162.26
1505,Capital_Expenditure,Jharkhand,2009-10,5485.56
1506,Capital_Expenditure,Jharkhand,2010-11,6259.46
1507,Capital_Expenditure,Jharkhand,2011-12,5015.49
1508,Capital_Expenditure,Jharkhand,2012-13,7001.99
1509,Capital_Expenditure,Jharkhand,2013-14,6632.35
1510,Capital_Expenditure,Jharkhand,2014-15,10766.22
1511,Capital_Expenditure,Jharkhand,2015-16,12149.71
1512,Capital_Expenditure,Karnataka,1980-81,407.0
1513,Capital_Expenditure,Karnataka,1981-82,406.0
1514,Capital_Expenditure,Karnataka,1982-83,500.0
1515,Capital_Expenditure,Karnataka,1983-84,586.0
1516,Capital_Expenditure,Karnataka,1984-85,732.0
1517,Capital_Expenditure,Karnataka,1985-86,796.0
1518,Capital_Expenditure,Karnataka,1986-87,864.0
1519,Capital_Expenditure,Karnataka,1987-88,770.0
1520,Capital_Expenditure,Karnataka,1988-89,776.0
1521,Capital_Expenditure,Karnataka,1989-90,918.0
1522,Capital_Expenditure,Karnataka,1990-91,1008.0
1523,Capital_Expenditure,Karnataka,1991-92,1294.0
1524,Capital_Expenditure,Karnataka,1992-93,1508.0
1525,Capital_Expenditure,Karnataka,1993-94,1881.0
1526,Capital_Expenditure,Karnataka,1994-95,1595.0
1527,Capital_Expenditure,Karnataka,1995-96,1925.0
1528,Capital_Expenditure,Karnataka,1996-97,1779.0
1529,Capital_Expenditure,Karnataka,1997-98,1710.0
1530,Capital_Expenditure,Karnataka,1998-99,2440.0
1531,Capital_Expenditure,Karnataka,1999-00,2587.0
1532,Capital_Expenditure,Karnataka,2000-01,2979.0
1533,Capital_Expenditure,Karnataka,2001-02,3332.0
1534,Capital_Expenditure,Karnataka,2002-03,5260.0
1535,Capital_Expenditure,Karnataka,2003-04,7982.0
1536,Capital_Expenditure,Karnataka,2004-05,9315.0
1537,Capital_Expenditure,Karnataka,2005-06,6932.0
1538,Capital_Expenditure,Karnataka,2006-07,10649.0
1539,Capital_Expenditure,Karnataka,2007-08,10656.0
1540,Capital_Expenditure,Karnataka,2008-09,12379.53
1541,Capital_Expenditure,Karnataka,2009-10,15426.59
1542,Capital_Expenditure,Karnataka,2010-11,17900.24
1543,Capital_Expenditure,Karnataka,2011-12,20641.09
1544,Capital_Expenditure,Karnataka,2012-13,20307.91
1545,Capital_Expenditure,Karnataka,2013-14,21459.13
1546,Capital_Expenditure,Karnataka,2014-15,24087.82
1547,Capital_Expenditure,Karnataka,2015-16,25084.75
1548,Capital_Expenditure,Kerala,1980-81,188.0
1549,Capital_Expenditure,Kerala,1981-82,331.0
1550,Capital_Expenditure,Kerala,1982-83,213.0
1551,Capital_Expenditure,Kerala,1983-84,329.0
1552,Capital_Expenditure,Kerala,1984-85,433.0
1553,Capital_Expenditure,Kerala,1985-86,523.0
1554,Capital_Expenditure,Kerala,1986-87,507.0
1555,Capital_Expenditure,Kerala,1987-88,470.0
1556,Capital_Expenditure,Kerala,1988-89,460.0
1557,Capital_Expenditure,Kerala,1989-90,591.0
1558,Capital_Expenditure,Kerala,1990-91,552.0
1559,Capital_Expenditure,Kerala,1991-92,789.0
1560,Capital_Expenditure,Kerala,1992-93,707.0
1561,Capital_Expenditure,Kerala,1993-94,845.0
1562,Capital_Expenditure,Kerala,1994-95,892.0
1563,Capital_Expenditure,Kerala,1995-96,1096.0
1564,Capital_Expenditure,Kerala,1996-97,1154.0
1565,Capital_Expenditure,Kerala,1997-98,1577.0
1566,Capital_Expenditure,Kerala,1998-99,1383.0
1567,Capital_Expenditure,Kerala,1999-00,1334.0
1568,Capital_Expenditure,Kerala,2000-01,1271.0
1569,Capital_Expenditure,Kerala,2001-02,1470.0
1570,Capital_Expenditure,Kerala,2002-03,2211.0
1571,Capital_Expenditure,Kerala,2003-04,4273.0
1572,Capital_Expenditure,Kerala,2004-05,3106.0
1573,Capital_Expenditure,Kerala,2005-06,2691.0
1574,Capital_Expenditure,Kerala,2006-07,2335.0
1575,Capital_Expenditure,Kerala,2007-08,3801.0
1576,Capital_Expenditure,Kerala,2008-09,4329.62
1577,Capital_Expenditure,Kerala,2009-10,4701.12
1578,Capital_Expenditure,Kerala,2010-11,6100.45
1579,Capital_Expenditure,Kerala,2011-12,7744.52
1580,Capital_Expenditure,Kerala,2012-13,8543.52
1581,Capital_Expenditure,Kerala,2013-14,8884.39
1582,Capital_Expenditure,Kerala,2014-15,9095.4
1583,Capital_Expenditure,Kerala,2015-16,14018.62
1584,Capital_Expenditure,Madhya Pradesh,1980-81,573.0
1585,Capital_Expenditure,Madhya Pradesh,1981-82,562.0
1586,Capital_Expenditure,Madhya Pradesh,1982-83,610.0
1587,Capital_Expenditure,Madhya Pradesh,1983-84,700.0
1588,Capital_Expenditure,Madhya Pradesh,1984-85,788.0
1589,Capital_Expenditure,Madhya Pradesh,1985-86,813.0
1590,Capital_Expenditure,Madhya Pradesh,1986-87,818.0
1591,Capital_Expenditure,Madhya Pradesh,1987-88,879.0
1592,Capital_Expenditure,Madhya Pradesh,1988-89,978.0
1593,Capital_Expenditure,Madhya Pradesh,1989-90,1044.0
1594,Capital_Expenditure,Madhya Pradesh,1990-91,1153.0
1595,Capital_Expenditure,Madhya Pradesh,1991-92,1217.0
1596,Capital_Expenditure,Madhya Pradesh,1992-93,1505.0
1597,Capital_Expenditure,Madhya Pradesh,1993-94,1360.0
1598,Capital_Expenditure,Madhya Pradesh,1994-95,1506.0
1599,Capital_Expenditure,Madhya Pradesh,1995-96,1451.0
1600,Capital_Expenditure,Madhya Pradesh,1996-97,1631.0
1601,Capital_Expenditure,Madhya Pradesh,1997-98,2498.0
1602,Capital_Expenditure,Madhya Pradesh,1998-99,1751.0
1603,Capital_Expenditure,Madhya Pradesh,1999-00,1822.0
1604,Capital_Expenditure,Madhya Pradesh,2000-01,1938.0
1605,Capital_Expenditure,Madhya Pradesh,2001-02,2591.0
1606,Capital_Expenditure,Madhya Pradesh,2002-03,4429.0
1607,Capital_Expenditure,Madhya Pradesh,2003-04,5158.0
1608,Capital_Expenditure,Madhya Pradesh,2004-05,11386.0
1609,Capital_Expenditure,Madhya Pradesh,2005-06,8412.0
1610,Capital_Expenditure,Madhya Pradesh,2006-07,7854.0
1611,Capital_Expenditure,Madhya Pradesh,2007-08,9664.0
1612,Capital_Expenditure,Madhya Pradesh,2008-09,10516.38
1613,Capital_Expenditure,Madhya Pradesh,2009-10,14135.55
1614,Capital_Expenditure,Madhya Pradesh,2010-11,15043.59
1615,Capital_Expenditure,Madhya Pradesh,2011-12,27965.25
1616,Capital_Expenditure,Madhya Pradesh,2012-13,20528.79
1617,Capital_Expenditure,Madhya Pradesh,2013-14,19894.4
1618,Capital_Expenditure,Madhya Pradesh,2014-15,25139.97
1619,Capital_Expenditure,Madhya Pradesh,2015-16,27137.15
1620,Capital_Expenditure,Maharashtra,1980-81,696.0
1621,Capital_Expenditure,Maharashtra,1981-82,850.0
1622,Capital_Expenditure,Maharashtra,1982-83,957.0
1623,Capital_Expenditure,Maharashtra,1983-84,1063.0
1624,Capital_Expenditure,Maharashtra,1984-85,1183.0
1625,Capital_Expenditure,Maharashtra,1985-86,1241.0
1626,Capital_Expenditure,Maharashtra,1986-87,1433.0
1627,Capital_Expenditure,Maharashtra,1987-88,1425.0
1628,Capital_Expenditure,Maharashtra,1988-89,1561.0
1629,Capital_Expenditure,Maharashtra,1989-90,1835.0
1630,Capital_Expenditure,Maharashtra,1990-91,2019.0
1631,Capital_Expenditure,Maharashtra,1991-92,2003.0
1632,Capital_Expenditure,Maharashtra,1992-93,2467.0
1633,Capital_Expenditure,Maharashtra,1993-94,2874.0
1634,Capital_Expenditure,Maharashtra,1994-95,5214.0
1635,Capital_Expenditure,Maharashtra,1995-96,4208.0
1636,Capital_Expenditure,Maharashtra,1996-97,4159.0
1637,Capital_Expenditure,Maharashtra,1997-98,4779.0
1638,Capital_Expenditure,Maharashtra,1998-99,4654.0
1639,Capital_Expenditure,Maharashtra,1999-00,8705.0
1640,Capital_Expenditure,Maharashtra,2000-01,4807.0
1641,Capital_Expenditure,Maharashtra,2001-02,4198.0
1642,Capital_Expenditure,Maharashtra,2002-03,6743.0
1643,Capital_Expenditure,Maharashtra,2003-04,18354.0
1644,Capital_Expenditure,Maharashtra,2004-05,21622.0
1645,Capital_Expenditure,Maharashtra,2005-06,16397.0
1646,Capital_Expenditure,Maharashtra,2006-07,14456.0
1647,Capital_Expenditure,Maharashtra,2007-08,15460.0
1648,Capital_Expenditure,Maharashtra,2008-09,23374.57
1649,Capital_Expenditure,Maharashtra,2009-10,22515.13
1650,Capital_Expenditure,Maharashtra,2010-11,23696.05
1651,Capital_Expenditure,Maharashtra,2011-12,25174.18
1652,Capital_Expenditure,Maharashtra,2012-13,25466.44
1653,Capital_Expenditure,Maharashtra,2013-14,31927.4
1654,Capital_Expenditure,Maharashtra,2014-15,33255.32
1655,Capital_Expenditure,Maharashtra,2015-16,38038.19
1656,Capital_Expenditure,Manipur,1980-81,88.0
1657,Capital_Expenditure,Manipur,1981-82,43.0
1658,Capital_Expenditure,Manipur,1982-83,44.0
1659,Capital_Expenditure,Manipur,1983-84,53.0
1660,Capital_Expenditure,Manipur,1984-85,89.0
1661,Capital_Expenditure,Manipur,1985-86,91.0
1662,Capital_Expenditure,Manipur,1986-87,101.0
1663,Capital_Expenditure,Manipur,1987-88,104.0
1664,Capital_Expenditure,Manipur,1988-89,115.0
1665,Capital_Expenditure,Manipur,1989-90,123.0
1666,Capital_Expenditure,Manipur,1990-91,146.0
1667,Capital_Expenditure,Manipur,1991-92,156.0
1668,Capital_Expenditure,Manipur,1992-93,426.0
1669,Capital_Expenditure,Manipur,1993-94,200.0
1670,Capital_Expenditure,Manipur,1994-95,167.0
1671,Capital_Expenditure,Manipur,1995-96,192.0
1672,Capital_Expenditure,Manipur,1996-97,306.0
1673,Capital_Expenditure,Manipur,1997-98,335.0
1674,Capital_Expenditure,Manipur,1998-99,327.0
1675,Capital_Expenditure,Manipur,1999-00,423.0
1676,Capital_Expenditure,Manipur,2000-01,250.0
1677,Capital_Expenditure,Manipur,2001-02,779.0
1678,Capital_Expenditure,Manipur,2002-03,742.0
1679,Capital_Expenditure,Manipur,2003-04,857.0
1680,Capital_Expenditure,Manipur,2004-05,949.0
1681,Capital_Expenditure,Manipur,2005-06,738.0
1682,Capital_Expenditure,Manipur,2006-07,1211.0
1683,Capital_Expenditure,Manipur,2007-08,1427.0
1684,Capital_Expenditure,Manipur,2008-09,1781.5
1685,Capital_Expenditure,Manipur,2009-10,1711.42
1686,Capital_Expenditure,Manipur,2010-11,2036.88
1687,Capital_Expenditure,Manipur,2011-12,1857.42
1688,Capital_Expenditure,Manipur,2012-13,1676.67
1689,Capital_Expenditure,Manipur,2013-14,1454.09
1690,Capital_Expenditure,Manipur,2014-15,2187.54
1691,Capital_Expenditure,Manipur,2015-16,1687.33
1692,Capital_Expenditure,Meghalaya,1980-81,42.0
1693,Capital_Expenditure,Meghalaya,1981-82,27.0
1694,Capital_Expenditure,Meghalaya,1982-83,32.0
1695,Capital_Expenditure,Meghalaya,1983-84,40.0
1696,Capital_Expenditure,Meghalaya,1984-85,44.0
1697,Capital_Expenditure,Meghalaya,1985-86,53.0
1698,Capital_Expenditure,Meghalaya,1986-87,73.0
1699,Capital_Expenditure,Meghalaya,1987-88,74.0
1700,Capital_Expenditure,Meghalaya,1988-89,94.0
1701,Capital_Expenditure,Meghalaya,1989-90,92.0
1702,Capital_Expenditure,Meghalaya,1990-91,95.0
1703,Capital_Expenditure,Meghalaya,1991-92,124.0
1704,Capital_Expenditure,Meghalaya,1992-93,133.0
1705,Capital_Expenditure,Meghalaya,1993-94,199.0
1706,Capital_Expenditure,Meghalaya,1994-95,130.0
1707,Capital_Expenditure,Meghalaya,1995-96,198.0
1708,Capital_Expenditure,Meghalaya,1996-97,168.0
1709,Capital_Expenditure,Meghalaya,1997-98,166.0
1710,Capital_Expenditure,Meghalaya,1998-99,192.0
1711,Capital_Expenditure,Meghalaya,1999-00,268.0
1712,Capital_Expenditure,Meghalaya,2000-01,344.0
1713,Capital_Expenditure,Meghalaya,2001-02,238.0
1714,Capital_Expenditure,Meghalaya,2002-03,384.0
1715,Capital_Expenditure,Meghalaya,2003-04,456.0
1716,Capital_Expenditure,Meghalaya,2004-05,474.0
1717,Capital_Expenditure,Meghalaya,2005-06,333.0
1718,Capital_Expenditure,Meghalaya,2006-07,413.0
1719,Capital_Expenditure,Meghalaya,2007-08,517.0
1720,Capital_Expenditure,Meghalaya,2008-09,749.94
1721,Capital_Expenditure,Meghalaya,2009-10,650.98
1722,Capital_Expenditure,Meghalaya,2010-11,757.47
1723,Capital_Expenditure,Meghalaya,2011-12,1110.25
1724,Capital_Expenditure,Meghalaya,2012-13,1123.87
1725,Capital_Expenditure,Meghalaya,2013-14,1259.42
1726,Capital_Expenditure,Meghalaya,2014-15,1990.39
1727,Capital_Expenditure,Meghalaya,2015-16,1961.77
1728,Capital_Expenditure,Mizoram,1980-81,0.0
1729,Capital_Expenditure,Mizoram,1981-82,0.0
1730,Capital_Expenditure,Mizoram,1982-83,0.0
1731,Capital_Expenditure,Mizoram,1983-84,0.0
1732,Capital_Expenditure,Mizoram,1984-85,0.0
1733,Capital_Expenditure,Mizoram,1985-86,46.0
1734,Capital_Expenditure,Mizoram,1986-87,8.0
1735,Capital_Expenditure,Mizoram,1987-88,60.0
1736,Capital_Expenditure,Mizoram,1988-89,56.0
1737,Capital_Expenditure,Mizoram,1989-90,64.0
1738,Capital_Expenditure,Mizoram,1990-91,197.0
1739,Capital_Expenditure,Mizoram,1991-92,93.0
1740,Capital_Expenditure,Mizoram,1992-93,116.0
1741,Capital_Expenditure,Mizoram,1993-94,103.0
1742,Capital_Expenditure,Mizoram,1994-95,129.0
1743,Capital_Expenditure,Mizoram,1995-96,150.0
1744,Capital_Expenditure,Mizoram,1996-97,189.0
1745,Capital_Expenditure,Mizoram,1997-98,208.0
1746,Capital_Expenditure,Mizoram,1998-99,202.0
1747,Capital_Expenditure,Mizoram,1999-00,266.0
1748,Capital_Expenditure,Mizoram,2000-01,266.0
1749,Capital_Expenditure,Mizoram,2001-02,205.0
1750,Capital_Expenditure,Mizoram,2002-03,274.0
1751,Capital_Expenditure,Mizoram,2003-04,538.0
1752,Capital_Expenditure,Mizoram,2004-05,423.0
1753,Capital_Expenditure,Mizoram,2005-06,584.0
1754,Capital_Expenditure,Mizoram,2006-07,578.0
1755,Capital_Expenditure,Mizoram,2007-08,651.0
1756,Capital_Expenditure,Mizoram,2008-09,554.74
1757,Capital_Expenditure,Mizoram,2009-10,826.33
1758,Capital_Expenditure,Mizoram,2010-11,739.06
1759,Capital_Expenditure,Mizoram,2011-12,762.45
1760,Capital_Expenditure,Mizoram,2012-13,826.59
1761,Capital_Expenditure,Mizoram,2013-14,718.95
1762,Capital_Expenditure,Mizoram,2014-15,1254.71
1763,Capital_Expenditure,Mizoram,2015-16,1485.24
1764,Capital_Expenditure,Nagaland,1980-81,73.0
1765,Capital_Expenditure,Nagaland,1981-82,31.0
1766,Capital_Expenditure,Nagaland,1982-83,37.0
1767,Capital_Expenditure,Nagaland,1983-84,50.0
1768,Capital_Expenditure,Nagaland,1984-85,39.0
1769,Capital_Expenditure,Nagaland,1985-86,69.0
1770,Capital_Expenditure,Nagaland,1986-87,81.0
1771,Capital_Expenditure,Nagaland,1987-88,107.0
1772,Capital_Expenditure,Nagaland,1988-89,114.0
1773,Capital_Expenditure,Nagaland,1989-90,122.0
1774,Capital_Expenditure,Nagaland,1990-91,130.0
1775,Capital_Expenditure,Nagaland,1991-92,159.0
1776,Capital_Expenditure,Nagaland,1992-93,330.0
1777,Capital_Expenditure,Nagaland,1993-94,252.0
1778,Capital_Expenditure,Nagaland,1994-95,184.0
1779,Capital_Expenditure,Nagaland,1995-96,195.0
1780,Capital_Expenditure,Nagaland,1996-97,231.0
1781,Capital_Expenditure,Nagaland,1997-98,226.0
1782,Capital_Expenditure,Nagaland,1998-99,441.0
1783,Capital_Expenditure,Nagaland,1999-00,315.0
1784,Capital_Expenditure,Nagaland,2000-01,415.0
1785,Capital_Expenditure,Nagaland,2001-02,568.0
1786,Capital_Expenditure,Nagaland,2002-03,411.0
1787,Capital_Expenditure,Nagaland,2003-04,571.0
1788,Capital_Expenditure,Nagaland,2004-05,591.0
1789,Capital_Expenditure,Nagaland,2005-06,748.0
1790,Capital_Expenditure,Nagaland,2006-07,863.0
1791,Capital_Expenditure,Nagaland,2007-08,991.0
1792,Capital_Expenditure,Nagaland,2008-09,1059.93
1793,Capital_Expenditure,Nagaland,2009-10,1267.68
1794,Capital_Expenditure,Nagaland,2010-11,1388.22
1795,Capital_Expenditure,Nagaland,2011-12,1572.81
1796,Capital_Expenditure,Nagaland,2012-13,1592.75
1797,Capital_Expenditure,Nagaland,2013-14,1476.81
1798,Capital_Expenditure,Nagaland,2014-15,1635.84
1799,Capital_Expenditure,Nagaland,2015-16,1920.58
1800,Capital_Expenditure,Odisha,1980-81,336.0
1801,Capital_Expenditure,Odisha,1981-82,240.0
1802,Capital_Expenditure,Odisha,1982-83,367.0
1803,Capital_Expenditure,Odisha,1983-84,214.0
1804,Capital_Expenditure,Odisha,1984-85,384.0
1805,Capital_Expenditure,Odisha,1985-86,410.0
1806,Capital_Expenditure,Odisha,1986-87,482.0
1807,Capital_Expenditure,Odisha,1987-88,582.0
1808,Capital_Expenditure,Odisha,1988-89,602.0
1809,Capital_Expenditure,Odisha,1989-90,629.0
1810,Capital_Expenditure,Odisha,1990-91,861.0
1811,Capital_Expenditure,Odisha,1991-92,1005.0
1812,Capital_Expenditure,Odisha,1992-93,866.0
1813,Capital_Expenditure,Odisha,1993-94,973.0
1814,Capital_Expenditure,Odisha,1994-95,947.0
1815,Capital_Expenditure,Odisha,1995-96,865.0
1816,Capital_Expenditure,Odisha,1996-97,1193.0
1817,Capital_Expenditure,Odisha,1997-98,1318.0
1818,Capital_Expenditure,Odisha,1998-99,1823.0
1819,Capital_Expenditure,Odisha,1999-00,1661.0
1820,Capital_Expenditure,Odisha,2000-01,2219.0
1821,Capital_Expenditure,Odisha,2001-02,2187.0
1822,Capital_Expenditure,Odisha,2002-03,3252.0
1823,Capital_Expenditure,Odisha,2003-04,4704.0
1824,Capital_Expenditure,Odisha,2004-05,3513.0
1825,Capital_Expenditure,Odisha,2005-06,2143.0
1826,Capital_Expenditure,Odisha,2006-07,3574.0
1827,Capital_Expenditure,Odisha,2007-08,5121.0
1828,Capital_Expenditure,Odisha,2008-09,5482.74
1829,Capital_Expenditure,Odisha,2009-10,5249.05
1830,Capital_Expenditure,Odisha,2010-11,6683.37
1831,Capital_Expenditure,Odisha,2011-12,7444.87
1832,Capital_Expenditure,Odisha,2012-13,9018.07
1833,Capital_Expenditure,Odisha,2013-14,10513.17
1834,Capital_Expenditure,Odisha,2014-15,15854.91
