Exp Category,State,Year,Value
Gross_Fiscal_Deficits,Goa,,880
Gross_Fiscal_Deficits,Goa,,1150
Gross_Fiscal_Deficits,Goa,,1350
Gross_Fiscal_Deficits,Goa,,1740
Gross_Fiscal_Deficits,Goa,,2710
Gross_Fiscal_Deficits,Gujarat,,246.5
Gross_Fiscal_Deficits,Gujarat,,253.9
Gross_Fiscal_Deficits,Gujarat,,376.6
Gross_Fiscal_Deficits,Gujarat,,397.6
Gross_Fiscal_Deficits,Gujarat,,520.2
Gross_Fiscal_Deficits,Gujarat,,514
Gross_Fiscal_Deficits,Gujarat,,900
Gross_Fiscal_Deficits,Gujarat,,976
Gross_Fiscal_Deficits,Gujarat,,735
Gross_Fiscal_Deficits,Gujarat,,952
Gross_Fiscal_Deficits,Gujarat,,1798.2
Gross_Fiscal_Deficits,Gujarat,,1875.7
Gross_Fiscal_Deficits,Gujarat,,1173.6
Gross_Fiscal_Deficits,Gujarat,,526.4
Gross_Fiscal_Deficits,Gujarat,,1292.4
Gross_Fiscal_Deficits,Gujarat,,1745.6
Gross_Fiscal_Deficits,Gujarat,,2358.3
Gross_Fiscal_Deficits,Gujarat,,3174.5
Gross_Fiscal_Deficits,Gujarat,,5619
Gross_Fiscal_Deficits,Gujarat,,6792
Gross_Fiscal_Deficits,Gujarat,,7987.6
Gross_Fiscal_Deficits,Gujarat,,6510.8
Gross_Fiscal_Deficits,Gujarat,,6080
Gross_Fiscal_Deficits,Gujarat,,9160
Gross_Fiscal_Deficits,Gujarat,,8700
Gross_Fiscal_Deficits,Gujarat,,6270
Gross_Fiscal_Deficits,Gujarat,,5650
Gross_Fiscal_Deficits,Gujarat,,4770
Gross_Fiscal_Deficits,Gujarat,,10440
Gross_Fiscal_Deficits,Gujarat,,15150
Gross_Fiscal_Deficits,Gujarat,,15070
Gross_Fiscal_Deficits,Gujarat,,11030
Gross_Fiscal_Deficits,Gujarat,,16490
Gross_Fiscal_Deficits,Gujarat,,18420
Gross_Fiscal_Deficits,Gujarat,,18380
Gross_Fiscal_Deficits,Gujarat,,22050
Gross_Fiscal_Deficits,Haryana,,112
Gross_Fiscal_Deficits,Haryana,,101.6
Gross_Fiscal_Deficits,Haryana,,188.6
Gross_Fiscal_Deficits,Haryana,,133.7
Gross_Fiscal_Deficits,Haryana,,234.8
Gross_Fiscal_Deficits,Haryana,,230
Gross_Fiscal_Deficits,Haryana,,170
Gross_Fiscal_Deficits,Haryana,,216
Gross_Fiscal_Deficits,Haryana,,289
Gross_Fiscal_Deficits,Haryana,,393
Gross_Fiscal_Deficits,Haryana,,385.7
Gross_Fiscal_Deficits,Haryana,,374.7
Gross_Fiscal_Deficits,Haryana,,444.1
Gross_Fiscal_Deficits,Haryana,,479.9
Gross_Fiscal_Deficits,Haryana,,534.6
Gross_Fiscal_Deficits,Haryana,,986
Gross_Fiscal_Deficits,Haryana,,1099.4
Gross_Fiscal_Deficits,Haryana,,1127.6
Gross_Fiscal_Deficits,Haryana,,2240.4
Gross_Fiscal_Deficits,Haryana,,2132.5
Gross_Fiscal_Deficits,Haryana,,2265.2
Gross_Fiscal_Deficits,Haryana,,2739.6
Gross_Fiscal_Deficits,Haryana,,1470
Gross_Fiscal_Deficits,Haryana,,2930
Gross_Fiscal_Deficits,Haryana,,1210
Gross_Fiscal_Deficits,Haryana,,290
Gross_Fiscal_Deficits,Haryana,,1180
Gross_Fiscal_Deficits,Haryana,,1260
Gross_Fiscal_Deficits,Haryana,,6560
Gross_Fiscal_Deficits,Haryana,,10090
Gross_Fiscal_Deficits,Haryana,,7260
Gross_Fiscal_Deficits,Haryana,,7150
Gross_Fiscal_Deficits,Haryana,,10360
Gross_Fiscal_Deficits,Haryana,,8310
Gross_Fiscal_Deficits,Haryana,,15630
Gross_Fiscal_Deficits,Haryana,,16420
Gross_Fiscal_Deficits,Himachal Pradesh,,34.9
Gross_Fiscal_Deficits,Himachal Pradesh,,56.6
Gross_Fiscal_Deficits,Himachal Pradesh,,74.1
Gross_Fiscal_Deficits,Himachal Pradesh,,57.9
Gross_Fiscal_Deficits,Himachal Pradesh,,79.5
Gross_Fiscal_Deficits,Himachal Pradesh,,35
Gross_Fiscal_Deficits,Himachal Pradesh,,89
Gross_Fiscal_Deficits,Himachal Pradesh,,129
Gross_Fiscal_Deficits,Himachal Pradesh,,254
Gross_Fiscal_Deficits,Himachal Pradesh,,226
Gross_Fiscal_Deficits,Himachal Pradesh,,278.6
Gross_Fiscal_Deficits,Himachal Pradesh,,223.8
Gross_Fiscal_Deficits,Himachal Pradesh,,311.5
Gross_Fiscal_Deficits,Himachal Pradesh,,152.1
Gross_Fiscal_Deficits,Himachal Pradesh,,620.4
Gross_Fiscal_Deficits,Himachal Pradesh,,521.4
Gross_Fiscal_Deficits,Himachal Pradesh,,572
Gross_Fiscal_Deficits,Himachal Pradesh,,1202.2
Gross_Fiscal_Deficits,Himachal Pradesh,,1661.5
Gross_Fiscal_Deficits,Himachal Pradesh,,189.6
Gross_Fiscal_Deficits,Himachal Pradesh,,1844.8
Gross_Fiscal_Deficits,Himachal Pradesh,,1511.3
Gross_Fiscal_Deficits,Himachal Pradesh,,2340
Gross_Fiscal_Deficits,Himachal Pradesh,,2380
Gross_Fiscal_Deficits,Himachal Pradesh,,1810
Gross_Fiscal_Deficits,Himachal Pradesh,,720
Gross_Fiscal_Deficits,Himachal Pradesh,,920
Gross_Fiscal_Deficits,Himachal Pradesh,,550
Gross_Fiscal_Deficits,Himachal Pradesh,,2280
Gross_Fiscal_Deficits,Himachal Pradesh,,2780
Gross_Fiscal_Deficits,Himachal Pradesh,,1830
Gross_Fiscal_Deficits,Himachal Pradesh,,1630
Gross_Fiscal_Deficits,Himachal Pradesh,,2980
Gross_Fiscal_Deficits,Himachal Pradesh,,4010
Gross_Fiscal_Deficits,Himachal Pradesh,,3830
Gross_Fiscal_Deficits,Himachal Pradesh,,3280
Gross_Fiscal_Deficits,Jammu & Kashmir,,144.5
Gross_Fiscal_Deficits,Jammu & Kashmir,,135.9
Gross_Fiscal_Deficits,Jammu & Kashmir,,142
Gross_Fiscal_Deficits,Jammu & Kashmir,,198.3
Gross_Fiscal_Deficits,Jammu & Kashmir,,248.2
Gross_Fiscal_Deficits,Jammu & Kashmir,,247
Gross_Fiscal_Deficits,Jammu & Kashmir,,244
Gross_Fiscal_Deficits,Jammu & Kashmir,,417
Gross_Fiscal_Deficits,Jammu & Kashmir,,410
Gross_Fiscal_Deficits,Jammu & Kashmir,,524
Gross_Fiscal_Deficits,Jammu & Kashmir,,661.2
Gross_Fiscal_Deficits,Jammu & Kashmir,,448.7
Gross_Fiscal_Deficits,Jammu & Kashmir,,203.5
Gross_Fiscal_Deficits,Jammu & Kashmir,,87.7
Gross_Fiscal_Deficits,Jammu & Kashmir,,23.4
Gross_Fiscal_Deficits,Jammu & Kashmir,,96.6
Gross_Fiscal_Deficits,Jammu & Kashmir,,166.2
Gross_Fiscal_Deficits,Jammu & Kashmir,,443.6
Gross_Fiscal_Deficits,Jammu & Kashmir,,1054.4
Gross_Fiscal_Deficits,Jammu & Kashmir,,1338.6
Gross_Fiscal_Deficits,Jammu & Kashmir,,2166.4
Gross_Fiscal_Deficits,Jammu & Kashmir,,748.1
Gross_Fiscal_Deficits,Jammu & Kashmir,,1250
Gross_Fiscal_Deficits,Jammu & Kashmir,,20
Gross_Fiscal_Deficits,Jammu & Kashmir,,1010
Gross_Fiscal_Deficits,Jammu & Kashmir,,1590
Gross_Fiscal_Deficits,Jammu & Kashmir,,1460
Gross_Fiscal_Deficits,Jammu & Kashmir,,2610
Gross_Fiscal_Deficits,Jammu & Kashmir,,2330
Gross_Fiscal_Deficits,Jammu & Kashmir,,2230
Gross_Fiscal_Deficits,Jammu & Kashmir,,2370
Gross_Fiscal_Deficits,Jammu & Kashmir,,3690
Gross_Fiscal_Deficits,Jammu & Kashmir,,4220
Gross_Fiscal_Deficits,Jammu & Kashmir,,4550
Gross_Fiscal_Deficits,Jammu & Kashmir,,6630
Gross_Fiscal_Deficits,Jammu & Kashmir,,6630
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,0
Gross_Fiscal_Deficits,Jharkhand,,1642.7
Gross_Fiscal_Deficits,Jharkhand,,2190
Gross_Fiscal_Deficits,Jharkhand,,1660
Gross_Fiscal_Deficits,Jharkhand,,3650
Gross_Fiscal_Deficits,Jharkhand,,4920
Gross_Fiscal_Deficits,Jharkhand,,5260
Gross_Fiscal_Deficits,Jharkhand,,6220
Gross_Fiscal_Deficits,Jharkhand,,3750
Gross_Fiscal_Deficits,Jharkhand,,1780
Gross_Fiscal_Deficits,Jharkhand,,4840
Gross_Fiscal_Deficits,Jharkhand,,1930
Gross_Fiscal_Deficits,Jharkhand,,3400
Gross_Fiscal_Deficits,Jharkhand,,2220
Gross_Fiscal_Deficits,Jharkhand,,4910
Gross_Fiscal_Deficits,Jharkhand,,5160
Gross_Fiscal_Deficits,Karnataka,,225.9
Gross_Fiscal_Deficits,Karnataka,,118
Gross_Fiscal_Deficits,Karnataka,,279.9
Gross_Fiscal_Deficits,Karnataka,,287.7
Gross_Fiscal_Deficits,Karnataka,,563.3
Gross_Fiscal_Deficits,Karnataka,,550
Gross_Fiscal_Deficits,Karnataka,,514
Gross_Fiscal_Deficits,Karnataka,,518
Gross_Fiscal_Deficits,Karnataka,,497
Gross_Fiscal_Deficits,Karnataka,,625
Gross_Fiscal_Deficits,Karnataka,,558.5
Gross_Fiscal_Deficits,Karnataka,,917.8
Gross_Fiscal_Deficits,Karnataka,,1386
Gross_Fiscal_Deficits,Karnataka,,1254
Gross_Fiscal_Deficits,Karnataka,,1512.9
Gross_Fiscal_Deficits,Karnataka,,1456.8
Gross_Fiscal_Deficits,Karnataka,,1944
Gross_Fiscal_Deficits,Karnataka,,1609.8
Gross_Fiscal_Deficits,Karnataka,,3112.1
Gross_Fiscal_Deficits,Karnataka,,4276.5
Gross_Fiscal_Deficits,Karnataka,,4219.2
Gross_Fiscal_Deficits,Karnataka,,5869.9
Gross_Fiscal_Deficits,Karnataka,,5280
Gross_Fiscal_Deficits,Karnataka,,4500
Gross_Fiscal_Deficits,Karnataka,,3600
Gross_Fiscal_Deficits,Karnataka,,3690
Gross_Fiscal_Deficits,Karnataka,,4690
Gross_Fiscal_Deficits,Karnataka,,5330
Gross_Fiscal_Deficits,Karnataka,,8730
Gross_Fiscal_Deficits,Karnataka,,10870
Gross_Fiscal_Deficits,Karnataka,,10690
Gross_Fiscal_Deficits,Karnataka,,12300
Gross_Fiscal_Deficits,Karnataka,,14510
Gross_Fiscal_Deficits,Karnataka,,17090
Gross_Fiscal_Deficits,Karnataka,,19030
Gross_Fiscal_Deficits,Karnataka,,20220
Gross_Fiscal_Deficits,Kerala,,179.8
Gross_Fiscal_Deficits,Kerala,,61.7
Gross_Fiscal_Deficits,Kerala,,122.9
Gross_Fiscal_Deficits,Kerala,,299.3
Gross_Fiscal_Deficits,Kerala,,232.3
Gross_Fiscal_Deficits,Kerala,,323
Gross_Fiscal_Deficits,Kerala,,440
Gross_Fiscal_Deficits,Kerala,,448
Gross_Fiscal_Deficits,Kerala,,412
Gross_Fiscal_Deficits,Kerala,,604
Gross_Fiscal_Deficits,Kerala,,798.5
Gross_Fiscal_Deficits,Kerala,,803.4
Gross_Fiscal_Deficits,Kerala,,732
Gross_Fiscal_Deficits,Kerala,,935.2
Gross_Fiscal_Deficits,Kerala,,1108.7
Gross_Fiscal_Deficits,Kerala,,1302.7
Gross_Fiscal_Deficits,Kerala,,1542.5
Gross_Fiscal_Deficits,Kerala,,2413.9
Gross_Fiscal_Deficits,Kerala,,3012.2
Gross_Fiscal_Deficits,Kerala,,4536.6
Gross_Fiscal_Deficits,Kerala,,3877.8
Gross_Fiscal_Deficits,Kerala,,3269.4
Gross_Fiscal_Deficits,Kerala,,4990
Gross_Fiscal_Deficits,Kerala,,5540
Gross_Fiscal_Deficits,Kerala,,4450
Gross_Fiscal_Deficits,Kerala,,4180
Gross_Fiscal_Deficits,Kerala,,3820
Gross_Fiscal_Deficits,Kerala,,6100
Gross_Fiscal_Deficits,Kerala,,6350
Gross_Fiscal_Deficits,Kerala,,7870
Gross_Fiscal_Deficits,Kerala,,7730
Gross_Fiscal_Deficits,Kerala,,12810
Gross_Fiscal_Deficits,Kerala,,15000
Gross_Fiscal_Deficits,Kerala,,16940
Gross_Fiscal_Deficits,Kerala,,16000
Gross_Fiscal_Deficits,Kerala,,17700
Gross_Fiscal_Deficits,Madhya Pradesh,,337.2
Gross_Fiscal_Deficits,Madhya Pradesh,,237.5
Gross_Fiscal_Deficits,Madhya Pradesh,,290.5
Gross_Fiscal_Deficits,Madhya Pradesh,,366.4
Gross_Fiscal_Deficits,Madhya Pradesh,,494.2
Gross_Fiscal_Deficits,Madhya Pradesh,,516
Gross_Fiscal_Deficits,Madhya Pradesh,,561
Gross_Fiscal_Deficits,Madhya Pradesh,,725
Gross_Fiscal_Deficits,Madhya Pradesh,,871
Gross_Fiscal_Deficits,Madhya Pradesh,,723
Gross_Fiscal_Deficits,Madhya Pradesh,,1019.3
Gross_Fiscal_Deficits,Madhya Pradesh,,984
Gross_Fiscal_Deficits,Madhya Pradesh,,876.3
Gross_Fiscal_Deficits,Madhya Pradesh,,982.5
Gross_Fiscal_Deficits,Madhya Pradesh,,1416.9
Gross_Fiscal_Deficits,Madhya Pradesh,,1633.4
Gross_Fiscal_Deficits,Madhya Pradesh,,1926.3
Gross_Fiscal_Deficits,Madhya Pradesh,,1820.6
Gross_Fiscal_Deficits,Madhya Pradesh,,4126.7
Gross_Fiscal_Deficits,Madhya Pradesh,,3911.4
Gross_Fiscal_Deficits,Madhya Pradesh,,2712.1
Gross_Fiscal_Deficits,Madhya Pradesh,,3649.4
Gross_Fiscal_Deficits,Madhya Pradesh,,4060
Gross_Fiscal_Deficits,Madhya Pradesh,,7320
Gross_Fiscal_Deficits,Madhya Pradesh,,6490
Gross_Fiscal_Deficits,Madhya Pradesh,,4570
Gross_Fiscal_Deficits,Madhya Pradesh,,2750
Gross_Fiscal_Deficits,Madhya Pradesh,,2780
Gross_Fiscal_Deficits,Madhya Pradesh,,4430
Gross_Fiscal_Deficits,Madhya Pradesh,,6200
Gross_Fiscal_Deficits,Madhya Pradesh,,5270
Gross_Fiscal_Deficits,Madhya Pradesh,,5760
Gross_Fiscal_Deficits,Madhya Pradesh,,9420
Gross_Fiscal_Deficits,Madhya Pradesh,,9880
Gross_Fiscal_Deficits,Madhya Pradesh,,13570
Gross_Fiscal_Deficits,Madhya Pradesh,,16750
Gross_Fiscal_Deficits,Maharashtra,,463.3
Gross_Fiscal_Deficits,Maharashtra,,488.5
Gross_Fiscal_Deficits,Maharashtra,,551.5
Gross_Fiscal_Deficits,Maharashtra,,739.7
Gross_Fiscal_Deficits,Maharashtra,,1050.5
Gross_Fiscal_Deficits,Maharashtra,,1234
Gross_Fiscal_Deficits,Maharashtra,,1065
Gross_Fiscal_Deficits,Maharashtra,,1014
Gross_Fiscal_Deficits,Maharashtra,,1277
Gross_Fiscal_Deficits,Maharashtra,,1844
Gross_Fiscal_Deficits,Maharashtra,,1610.9
Gross_Fiscal_Deficits,Maharashtra,,1656.9
Gross_Fiscal_Deficits,Maharashtra,,2585.6
Gross_Fiscal_Deficits,Maharashtra,,2265.3
Gross_Fiscal_Deficits,Maharashtra,,2861.4
Gross_Fiscal_Deficits,Maharashtra,,4150.8
Gross_Fiscal_Deficits,Maharashtra,,4953.7
Gross_Fiscal_Deficits,Maharashtra,,6442.2
Gross_Fiscal_Deficits,Maharashtra,,7462.4
Gross_Fiscal_Deficits,Maharashtra,,11706.2
Gross_Fiscal_Deficits,Maharashtra,,8975.8
Gross_Fiscal_Deficits,Maharashtra,,10897.7
Gross_Fiscal_Deficits,Maharashtra,,14290
Gross_Fiscal_Deficits,Maharashtra,,17930
Gross_Fiscal_Deficits,Maharashtra,,18620
Gross_Fiscal_Deficits,Maharashtra,,17630
Gross_Fiscal_Deficits,Maharashtra,,11550
Gross_Fiscal_Deficits,Maharashtra,,2820
Gross_Fiscal_Deficits,Maharashtra,,14000
Gross_Fiscal_Deficits,Maharashtra,,26160
Gross_Fiscal_Deficits,Maharashtra,,18860
Gross_Fiscal_Deficits,Maharashtra,,19970
Gross_Fiscal_Deficits,Maharashtra,,13740
Gross_Fiscal_Deficits,Maharashtra,,26020
Gross_Fiscal_Deficits,Maharashtra,,37250
Gross_Fiscal_Deficits,Maharashtra,,30730
Gross_Fiscal_Deficits,Manipur,,6.7
Gross_Fiscal_Deficits,Manipur,,27.1
Gross_Fiscal_Deficits,Manipur,,17.4
Gross_Fiscal_Deficits,Manipur,,26.2
Gross_Fiscal_Deficits,Manipur,,14.5
Gross_Fiscal_Deficits,Manipur,,9
Gross_Fiscal_Deficits,Manipur,,32
Gross_Fiscal_Deficits,Manipur,,17
Gross_Fiscal_Deficits,Manipur,,33
Gross_Fiscal_Deficits,Manipur,,71
Gross_Fiscal_Deficits,Manipur,,39.6
Gross_Fiscal_Deficits,Manipur,,69.1
Gross_Fiscal_Deficits,Manipur,,18.2
Gross_Fiscal_Deficits,Manipur,,20.4
Gross_Fiscal_Deficits,Manipur,,62.1
Gross_Fiscal_Deficits,Manipur,,104.7
Gross_Fiscal_Deficits,Manipur,,167.5
Gross_Fiscal_Deficits,Manipur,,187.5
Gross_Fiscal_Deficits,Manipur,,106.2
Gross_Fiscal_Deficits,Manipur,,655.8
Gross_Fiscal_Deficits,Manipur,,234.4
Gross_Fiscal_Deficits,Manipur,,340.3
Gross_Fiscal_Deficits,Manipur,,250
Gross_Fiscal_Deficits,Manipur,,290
Gross_Fiscal_Deficits,Manipur,,450
Gross_Fiscal_Deficits,Manipur,,270
Gross_Fiscal_Deficits,Manipur,,480
Gross_Fiscal_Deficits,Manipur,,100
Gross_Fiscal_Deficits,Manipur,,220
Gross_Fiscal_Deficits,Manipur,,730
Gross_Fiscal_Deficits,Manipur,,570
Gross_Fiscal_Deficits,Manipur,,1050
Gross_Fiscal_Deficits,Manipur,,0
Gross_Fiscal_Deficits,Manipur,,270
Gross_Fiscal_Deficits,Manipur,,930
Gross_Fiscal_Deficits,Manipur,,580
Gross_Fiscal_Deficits,Meghalaya,,7.7
Gross_Fiscal_Deficits,Meghalaya,,16.5
Gross_Fiscal_Deficits,Meghalaya,,15.1
Gross_Fiscal_Deficits,Meghalaya,,10
Gross_Fiscal_Deficits,Meghalaya,,2
Gross_Fiscal_Deficits,Meghalaya,,8
Gross_Fiscal_Deficits,Meghalaya,,5
Gross_Fiscal_Deficits,Meghalaya,,1.5
Gross_Fiscal_Deficits,Meghalaya,,10
Gross_Fiscal_Deficits,Meghalaya,,31
Gross_Fiscal_Deficits,Meghalaya,,41.2
Gross_Fiscal_Deficits,Meghalaya,,72.2
Gross_Fiscal_Deficits,Meghalaya,,93.1
Gross_Fiscal_Deficits,Meghalaya,,87.6
Gross_Fiscal_Deficits,Meghalaya,,35.3
Gross_Fiscal_Deficits,Meghalaya,,51.9
Gross_Fiscal_Deficits,Meghalaya,,23.1
Gross_Fiscal_Deficits,Meghalaya,,126.5
Gross_Fiscal_Deficits,Meghalaya,,147.3
Gross_Fiscal_Deficits,Meghalaya,,209.1
Gross_Fiscal_Deficits,Meghalaya,,249.6
Gross_Fiscal_Deficits,Meghalaya,,220.9
Gross_Fiscal_Deficits,Meghalaya,,160
Gross_Fiscal_Deficits,Meghalaya,,200
Gross_Fiscal_Deficits,Meghalaya,,310
Gross_Fiscal_Deficits,Meghalaya,,180
Gross_Fiscal_Deficits,Meghalaya,,80
Gross_Fiscal_Deficits,Meghalaya,,210
Gross_Fiscal_Deficits,Meghalaya,,440
Gross_Fiscal_Deficits,Meghalaya,,230
Gross_Fiscal_Deficits,Meghalaya,,340
Gross_Fiscal_Deficits,Meghalaya,,1070
Gross_Fiscal_Deficits,Meghalaya,,400
Gross_Fiscal_Deficits,Meghalaya,,380
Gross_Fiscal_Deficits,Meghalaya,,530
Gross_Fiscal_Deficits,Meghalaya,,820
Gross_Fiscal_Deficits,Mizoram,,0
Gross_Fiscal_Deficits,Mizoram,,0
Gross_Fiscal_Deficits,Mizoram,,0
Gross_Fiscal_Deficits,Mizoram,,0
Gross_Fiscal_Deficits,Mizoram,,0
Gross_Fiscal_Deficits,Mizoram,,41
Gross_Fiscal_Deficits,Mizoram,,22
Gross_Fiscal_Deficits,Mizoram,,102
Gross_Fiscal_Deficits,Mizoram,,11
Gross_Fiscal_Deficits,Mizoram,,3
Gross_Fiscal_Deficits,Mizoram,,94.4
Gross_Fiscal_Deficits,Mizoram,,4.8
Gross_Fiscal_Deficits,Mizoram,,59.5
Gross_Fiscal_Deficits,Mizoram,,7.6
Gross_Fiscal_Deficits,Mizoram,,38.4
Gross_Fiscal_Deficits,Mizoram,,70.7
Gross_Fiscal_Deficits,Mizoram,,125.3
Gross_Fiscal_Deficits,Mizoram,,124.2
Gross_Fiscal_Deficits,Mizoram,,132.3
Gross_Fiscal_Deficits,Mizoram,,179.1
Gross_Fiscal_Deficits,Mizoram,,375.3
Gross_Fiscal_Deficits,Mizoram,,422.4
Gross_Fiscal_Deficits,Mizoram,,320
Gross_Fiscal_Deficits,Mizoram,,310
Gross_Fiscal_Deficits,Mizoram,,230
Gross_Fiscal_Deficits,Mizoram,,400
Gross_Fiscal_Deficits,Mizoram,,190
Gross_Fiscal_Deficits,Mizoram,,390
Gross_Fiscal_Deficits,Mizoram,,90
Gross_Fiscal_Deficits,Mizoram,,310
Gross_Fiscal_Deficits,Mizoram,,650
Gross_Fiscal_Deficits,Mizoram,,210
Gross_Fiscal_Deficits,Mizoram,,580
Gross_Fiscal_Deficits,Mizoram,,750
Gross_Fiscal_Deficits,Mizoram,,2000
Gross_Fiscal_Deficits,Mizoram,,110
Gross_Fiscal_Deficits,Nagaland,,26.3
Gross_Fiscal_Deficits,Nagaland,,20.1
Gross_Fiscal_Deficits,Nagaland,,29.5
Gross_Fiscal_Deficits,Nagaland,,41
Gross_Fiscal_Deficits,Nagaland,,4.6
Gross_Fiscal_Deficits,Nagaland,,12
Gross_Fiscal_Deficits,Nagaland,,30
Gross_Fiscal_Deficits,Nagaland,,60
Gross_Fiscal_Deficits,Nagaland,,48
Gross_Fiscal_Deficits,Nagaland,,141
Gross_Fiscal_Deficits,Nagaland,,101.9
Gross_Fiscal_Deficits,Nagaland,,95.7
Gross_Fiscal_Deficits,Nagaland,,138.2
Gross_Fiscal_Deficits,Nagaland,,174.2
Gross_Fiscal_Deficits,Nagaland,,238.8
Gross_Fiscal_Deficits,Nagaland,,231
Gross_Fiscal_Deficits,Nagaland,,184.2
Gross_Fiscal_Deficits,Nagaland,,203.9
Gross_Fiscal_Deficits,Nagaland,,243.2
Gross_Fiscal_Deficits,Nagaland,,249
Gross_Fiscal_Deficits,Nagaland,,358.8
Gross_Fiscal_Deficits,Nagaland,,366.1
Gross_Fiscal_Deficits,Nagaland,,440
Gross_Fiscal_Deficits,Nagaland,,160
Gross_Fiscal_Deficits,Nagaland,,220
Gross_Fiscal_Deficits,Nagaland,,310
Gross_Fiscal_Deficits,Nagaland,,160
Gross_Fiscal_Deficits,Nagaland,,400
Gross_Fiscal_Deficits,Nagaland,,340
Gross_Fiscal_Deficits,Nagaland,,520
Gross_Fiscal_Deficits,Nagaland,,310
Gross_Fiscal_Deficits,Nagaland,,540
Gross_Fiscal_Deficits,Nagaland,,650
Gross_Fiscal_Deficits,Nagaland,,460
Gross_Fiscal_Deficits,Nagaland,,850
Gross_Fiscal_Deficits,Nagaland,,1160
Gross_Fiscal_Deficits,Odisha,,134.1
Gross_Fiscal_Deficits,Odisha,,141.8
Gross_Fiscal_Deficits,Odisha,,212.2
Gross_Fiscal_Deficits,Odisha,,191.6
Gross_Fiscal_Deficits,Odisha,,328.4
Gross_Fiscal_Deficits,Odisha,,326
Gross_Fiscal_Deficits,Odisha,,372
Gross_Fiscal_Deficits,Odisha,,506
Gross_Fiscal_Deficits,Odisha,,550
Gross_Fiscal_Deficits,Odisha,,574
Gross_Fiscal_Deficits,Odisha,,616.2
Gross_Fiscal_Deficits,Odisha,,913.2
Gross_Fiscal_Deficits,Odisha,,740.1
Gross_Fiscal_Deficits,Odisha,,901.5
Gross_Fiscal_Deficits,Odisha,,1158.9
Gross_Fiscal_Deficits,Odisha,,1395.9
Gross_Fiscal_Deficits,Odisha,,1602
Gross_Fiscal_Deficits,Odisha,,1802.5
Gross_Fiscal_Deficits,Odisha,,2915.5
Gross_Fiscal_Deficits,Odisha,,3746.1
Gross_Fiscal_Deficits,Odisha,,3325.3
Gross_Fiscal_Deficits,Odisha,,3964.2
Gross_Fiscal_Deficits,Odisha,,2820
Gross_Fiscal_Deficits,Odisha,,3570
Gross_Fiscal_Deficits,Odisha,,1370
Gross_Fiscal_Deficits,Odisha,,280
Gross_Fiscal_Deficits,Odisha,,820
Gross_Fiscal_Deficits,Odisha,,1320
Gross_Fiscal_Deficits,Odisha,,330
Gross_Fiscal_Deficits,Odisha,,2270
Gross_Fiscal_Deficits,Odisha,,660
Gross_Fiscal_Deficits,Odisha,,620
Gross_Fiscal_Deficits,Odisha,,0
Gross_Fiscal_Deficits,Odisha,,4630
Gross_Fiscal_Deficits,Odisha,,9140
Gross_Fiscal_Deficits,Odisha,,10400
Gross_Fiscal_Deficits,Punjab,,159.8
Gross_Fiscal_Deficits,Punjab,,178.3
Gross_Fiscal_Deficits,Punjab,,182.8
Gross_Fiscal_Deficits,Punjab,,262.1
Gross_Fiscal_Deficits,Punjab,,479.2
Gross_Fiscal_Deficits,Punjab,,566
Gross_Fiscal_Deficits,Punjab,,343
Gross_Fiscal_Deficits,Punjab,,968
Gross_Fiscal_Deficits,Punjab,,833
Gross_Fiscal_Deficits,Punjab,,909
Gross_Fiscal_Deficits,Punjab,,1242.2
Gross_Fiscal_Deficits,Punjab,,1150.5
Gross_Fiscal_Deficits,Punjab,,1252
Gross_Fiscal_Deficits,Punjab,,1493.4
Gross_Fiscal_Deficits,Punjab,,1785.2
Gross_Fiscal_Deficits,Punjab,,1364.6
Gross_Fiscal_Deficits,Punjab,,1464.7
Gross_Fiscal_Deficits,Punjab,,2477.6
Gross_Fiscal_Deficits,Punjab,,3779.3
Gross_Fiscal_Deficits,Punjab,,3194.7
Gross_Fiscal_Deficits,Punjab,,3903.8
Gross_Fiscal_Deficits,Punjab,,4958
Gross_Fiscal_Deficits,Punjab,,4400
Gross_Fiscal_Deficits,Punjab,,4880
Gross_Fiscal_Deficits,Punjab,,4040
Gross_Fiscal_Deficits,Punjab,,2660
Gross_Fiscal_Deficits,Punjab,,4380
Gross_Fiscal_Deficits,Punjab,,4600
Gross_Fiscal_Deficits,Punjab,,6690
